"sampleID" "gene_id" "experiment" "counts" "exLength" "type" "rnaType" "sumCountsGenomic" "fpkm" "fpkmRatio" "gapdhEquiv" "volume" "actualCount"
"392" "Live-PL2-B04" "GAS6" "CRL2097_Run140613" 48 3888 "Live" "Genomic" 2055655 6.00571545923109 55.1672648031944 2661.97273457935 2323.28390999699 60.976733679001
"393" "Live-PL2-B04" "ACTA2" "CRL2097_Run140613" 111 1841 "Live" "Genomic" 2055655 29.3304658848162 55.1672648031944 2661.97273457935 2323.28390999699 148.182421715789
"394" "Live-PL2-B04" "LMNA" "CRL2097_Run140613" 339 4406 "Live" "Genomic" 2055655 37.4287201078135 55.1672648031944 2661.97273457935 2323.28390999699 169.85648079099
"395" "Live-PL2-B04" "GAA" "CRL2097_Run140613" 0 3834 "Live" "Genomic" 2055655 0 55.1672648031944 2661.97273457935 2323.28390999699 0
"396" "Live-PL2-B04" "SUPT5H" "CRL2097_Run140613" 14 3838 "Live" "Genomic" 2055655 1.77448705856385 55.1672648031944 2661.97273457935 2323.28390999699 30.8107566623076
"397" "Live-PL2-B04" "MYC" "CRL2097_Run140613" 0 2363 "Live" "Genomic" 2055655 0 55.1672648031944 2661.97273457935 2323.28390999699 0
"398" "Live-PL2-B04" "ZNF444" "CRL2097_Run140613" 2 2059 "Live" "Genomic" 2055655 0.472523508691324 55.1672648031944 2661.97273457935 2323.28390999699 14.6878067209425
"399" "Live-PL2-B04" "FUCA1" "CRL2097_Run140613" 0 2109 "Live" "Genomic" 2055655 0 55.1672648031944 2661.97273457935 2323.28390999699 0
"400" "Live-PL2-B04" "ACTN4" "CRL2097_Run140613" 131 3933 "Live" "Genomic" 2055655 16.2030629895502 55.1672648031944 2661.97273457935 2323.28390999699 106.291512007778
"401" "Live-PL2-B04" "FTL" "CRL2097_Run140613" 33731 867 "Live" "Genomic" 2055655 18926.0459522275 55.1672648031944 2661.97273457935 2323.28390999699 5545.83260088005
"402" "Live-PL2-B04" "RBM3" "CRL2097_Run140613" 856 4425 "Live" "Genomic" 2055655 94.1044716567789 55.1672648031944 2661.97273457935 2323.28390999699 284.622014294496
"403" "Live-PL2-B04" "RND3" "CRL2097_Run140613" 1516 2948 "Live" "Genomic" 2055655 250.162088036547 55.1672648031944 2661.97273457935 2323.28390999699 492.048294597763
"404" "Live-PL2-B04" "DNMT1" "CRL2097_Run140613" 375 5359 "Live" "Genomic" 2055655 34.040605910458 55.1672648031944 2661.97273457935 2323.28390999699 161.068268656967
"405" "Live-PL2-B04" "PABPC1" "CRL2097_Run140613" 1849 2845 "Live" "Genomic" 2055655 316.158171744668 55.1672648031944 2661.97273457935 2323.28390999699 560.970284448277
"406" "Live-PL2-B04" "KDM5A" "CRL2097_Run140613" 490 10808 "Live" "Genomic" 2055655 22.0546675219173 55.1672648031944 2661.97273457935 2323.28390999699 126.319649194067
"407" "Live-PL2-B04" "GAPDH" "CRL2097_Run140613" 18280 1883 "Live" "Genomic" 2055655 4722.53997141492 55.1672648031944 2661.97273457935 2323.28390999699 2549.25158579413
"408" "Live-PL2-B04" "EEF2" "CRL2097_Run140613" 487 3143 "Live" "Genomic" 2055655 75.3762194464806 55.1672648031944 2661.97273457935 2323.28390999699 251.36670319343
"409" "Live-PL2-B04" "TBCB" "CRL2097_Run140613" 104 1469 "Live" "Genomic" 2055655 34.4398550228473 55.1672648031944 2661.97273457935 2323.28390999699 162.123262759599
"410" "Live-PL2-B04" "LUM" "CRL2097_Run140613" 1466 2113 "Live" "Genomic" 2055655 337.508134369075 55.1672648031944 2661.97273457935 2323.28390999699 581.874983188848
"411" "Live-PL2-B04" "USF2" "CRL2097_Run140613" 2 1699 "Live" "Genomic" 2055655 0.572646206236278 55.1672648031944 2661.97273457935 2323.28390999699 16.3564010020596
"412" "Live-PL2-B04" "UBC" "CRL2097_Run140613" 800 2583 "Live" "Genomic" 2055655 150.666032426703 55.1672648031944 2661.97273457935 2323.28390999699 370.437219998433
"413" "Live-PL2-B04" "IER2" "CRL2097_Run140613" 108 2044 "Live" "Genomic" 2055655 25.703521936083 55.1672648031944 2661.97273457935 2323.28390999699 137.625768518202
"414" "Live-PL2-B04" "ICAM1" "CRL2097_Run140613" 0 3239 "Live" "Genomic" 2055655 0 55.1672648031944 2661.97273457935 2323.28390999699 0
"415" "Live-PL2-B04" "BABAM1" "CRL2097_Run140613" 91 1489 "Live" "Genomic" 2055655 29.7301065480137 55.1672648031944 2661.97273457935 2323.28390999699 149.309518395873
"416" "Live-PL2-B04" "KDM5B" "CRL2097_Run140613" 1043 6356 "Live" "Genomic" 2055655 79.8270703496255 55.1672648031944 2661.97273457935 2323.28390999699 259.572149465416
"417" "Live-PL2-B06" "SUPT5H" "CRL2097_Run140613" 10 3838 "Live" "Genomic" 1793949 1.4523956423877 54.8443268478646 2646.39008724102 2306.56961848444 27.4517706878938
"418" "Live-PL2-B06" "GAPDH" "CRL2097_Run140613" 13539 1883 "Live" "Genomic" 1793949 4007.98581537852 54.8443268478646 2646.39008724102 2306.56961848444 2317.88894001151
"419" "Live-PL2-B06" "FTL" "CRL2097_Run140613" 29076 867 "Live" "Genomic" 1793949 18694.1391198584 54.8443268478646 2646.39008724102 2306.56961848444 5489.60665508259
"420" "Live-PL2-B06" "ACTN4" "CRL2097_Run140613" 330 3933 "Live" "Genomic" 1793949 46.7713495273255 54.8443268478646 2646.39008724102 2306.56961848444 191.795614088316
"421" "Live-PL2-B06" "ZNF444" "CRL2097_Run140613" 0 2059 "Live" "Genomic" 1793949 0 54.8443268478646 2646.39008724102 2306.56961848444 0
"422" "Live-PL2-B06" "DNMT1" "CRL2097_Run140613" 36 5359 "Live" "Genomic" 1793949 3.74462774990526 54.8443268478646 2646.39008724102 2306.56961848444 46.6519651276967
"423" "Live-PL2-B06" "USF2" "CRL2097_Run140613" 1 1699 "Live" "Genomic" 1793949 0.328092670717126 54.8443268478646 2646.39008724102 2306.56961848444 11.9351080264578
"424" "Live-PL2-B06" "GAS6" "CRL2097_Run140613" 71 3888 "Live" "Genomic" 1793949 10.1793957757038 54.8443268478646 2646.39008724102 2306.56961848444 81.6660192761964
"425" "Live-PL2-B06" "KDM5A" "CRL2097_Run140613" 68 10808 "Live" "Genomic" 1793949 3.50714308228081 54.8443268478646 2646.39008724102 2306.56961848444 44.9715579991037
"426" "Live-PL2-B06" "LUM" "CRL2097_Run140613" 5024 2113 "Live" "Genomic" 1793949 1325.37886629586 54.8443268478646 2646.39008724102 2306.56961848444 1247.42116871304
"427" "Live-PL2-B06" "ICAM1" "CRL2097_Run140613" 0 3239 "Live" "Genomic" 1793949 0 54.8443268478646 2646.39008724102 2306.56961848444 0
"428" "Live-PL2-B06" "RBM3" "CRL2097_Run140613" 730 4425 "Live" "Genomic" 1793949 91.9601122509221 54.8443268478646 2646.39008724102 2306.56961848444 280.050192662685
"429" "Live-PL2-B06" "EEF2" "CRL2097_Run140613" 484 3143 "Live" "Genomic" 1793949 85.8402330936762 54.8443268478646 2646.39008724102 2306.56961848444 269.45738416061
"430" "Live-PL2-B06" "MYC" "CRL2097_Run140613" 58 2363 "Live" "Genomic" 1793949 13.6821447134181 54.8443268478646 2646.39008724102 2306.56961848444 96.3718923667
"431" "Live-PL2-B06" "BABAM1" "CRL2097_Run140613" 147 1489 "Live" "Genomic" 1793949 55.0316513026289 54.8443268478646 2646.39008724102 2306.56961848444 210.080523657666
"432" "Live-PL2-B06" "IER2" "CRL2097_Run140613" 5 2044 "Live" "Genomic" 1793949 1.36357496954109 54.8443268478646 2646.39008724102 2306.56961848444 26.4987768247182
"433" "Live-PL2-B06" "SLC1A5" "CRL2097_Run140613" 196 3196 "Live" "Genomic" 1793949 34.1852852689255 54.8443268478646 2646.39008724102 2306.56961848444 160.921356811873
"434" "Live-PL2-B06" "FUCA1" "CRL2097_Run140613" 0 2109 "Live" "Genomic" 1793949 0 54.8443268478646 2646.39008724102 2306.56961848444 0
"435" "Live-PL2-B06" "TBCB" "CRL2097_Run140613" 5 1469 "Live" "Genomic" 1793949 1.89730921561742 54.8443268478646 2646.39008724102 2306.56961848444 31.8822070001827
"436" "Live-PL2-B06" "UBC" "CRL2097_Run140613" 675 2583 "Live" "Genomic" 1793949 145.669716258292 54.8443268478646 2646.39008724102 2306.56961848444 362.315322349856
"437" "Live-PL2-B06" "LMNA" "CRL2097_Run140613" 50 4406 "Live" "Genomic" 1793949 6.32579945016338 54.8443268478646 2646.39008724102 2306.56961848444 62.5694946482855
"438" "Live-PL2-B06" "RND3" "CRL2097_Run140613" 6316 2948 "Live" "Genomic" 1793949 1194.27557351278 54.8443268478646 2646.39008724102 2306.56961848444 1176.75437187183
"439" "Live-PL2-B06" "ACTA2" "CRL2097_Run140613" 434 1841 "Live" "Genomic" 1793949 131.409223376428 54.8443268478646 2646.39008724102 2306.56961848444 342.006939736332
"440" "Live-PL2-B06" "KDM5B" "CRL2097_Run140613" 95 6356 "Live" "Genomic" 1793949 8.33162327204181 54.8443268478646 2646.39008724102 2306.56961848444 73.001952486889
"441" "Live-PL2-B06" "PABPC1" "CRL2097_Run140613" 917 2845 "Live" "Genomic" 1793949 179.670581160591 54.8443268478646 2646.39008724102 2306.56961848444 407.472004081153
"442" "Live-PL2-B06" "GAA" "CRL2097_Run140613" 0 3834 "Live" "Genomic" 1793949 0 54.8443268478646 2646.39008724102 2306.56961848444 0
"443" "Live-PL2-B07" "LUM" "CRL2097_Run140613" 2355 2113 "Live" "Genomic" 2168219 514.029766152382 46.0940312569344 2224.1641827003 1853.6807928943 665.936382338212
"444" "Live-PL2-B07" "ACTN4" "CRL2097_Run140613" 335 3933 "Live" "Genomic" 2168219 39.2841820363481 46.0940312569344 2224.1641827003 1853.6807928943 157.817242467493
"445" "Live-PL2-B07" "MYC" "CRL2097_Run140613" 0 2363 "Live" "Genomic" 2168219 0 46.0940312569344 2224.1641827003 1853.6807928943 0
"446" "Live-PL2-B07" "TBCB" "CRL2097_Run140613" 129 1469 "Live" "Genomic" 2168219 40.5009088229692 46.0940312569344 2224.1641827003 1853.6807928943 160.535637830289
"447" "Live-PL2-B07" "PABPC1" "CRL2097_Run140613" 1940 2845 "Live" "Genomic" 2168219 314.496859765472 46.0940312569344 2224.1641827003 1853.6807928943 505.785155910793
"448" "Live-PL2-B07" "KDM5A" "CRL2097_Run140613" 611 10808 "Live" "Genomic" 2168219 26.0731034879671 46.0940312569344 2224.1641827003 1853.6807928943 125.452264927622
"449" "Live-PL2-B07" "BABAM1" "CRL2097_Run140613" 36 1489 "Live" "Genomic" 2168219 11.1507648450076 46.0940312569344 2224.1641827003 1853.6807928943 77.9719839193206
"450" "Live-PL2-B07" "ZNF444" "CRL2097_Run140613" 0 2059 "Live" "Genomic" 2168219 0 46.0940312569344 2224.1641827003 1853.6807928943 0
"451" "Live-PL2-B07" "ACTA2" "CRL2097_Run140613" 1 1841 "Live" "Genomic" 2168219 0.250520382253248 46.0940312569344 2224.1641827003 1853.6807928943 9.31037587520835
"452" "Live-PL2-B07" "IER2" "CRL2097_Run140613" 13 2044 "Live" "Genomic" 2168219 2.93331913330088 46.0940312569344 2224.1641827003 1853.6807928943 36.9171348434121
"453" "Live-PL2-B07" "LMNA" "CRL2097_Run140613" 543 4406 "Live" "Genomic" 2168219 56.8397541725895 46.0940312569344 2224.1641827003 1853.6807928943 194.080316825361
"454" "Live-PL2-B07" "SUPT5H" "CRL2097_Run140613" 161 3838 "Live" "Genomic" 2168219 19.3471839031384 46.0940312569344 2224.1641827003 1853.6807928943 106.152361588449
"455" "Live-PL2-B07" "ICAM1" "CRL2097_Run140613" 0 3239 "Live" "Genomic" 2168219 0 46.0940312569344 2224.1641827003 1853.6807928943 0
"456" "Live-PL2-B07" "FUCA1" "CRL2097_Run140613" 3 2109 "Live" "Genomic" 2168219 0.656056932757085 46.0940312569344 2224.1641827003 1853.6807928943 15.960995207799
"457" "Live-PL2-B07" "EEF2" "CRL2097_Run140613" 255 3143 "Live" "Genomic" 2168219 37.4190410597196 46.0940312569344 2224.1641827003 1853.6807928943 153.577133789862
"458" "Live-PL2-B07" "GAA" "CRL2097_Run140613" 3 3834 "Live" "Genomic" 2168219 0.360882647674672 46.0940312569344 2224.1641827003 1853.6807928943 11.4215221640174
"459" "Live-PL2-B07" "KDM5B" "CRL2097_Run140613" 351 6356 "Live" "Genomic" 2168219 25.469480227912 46.0940312569344 2224.1641827003 1853.6807928943 123.817735199891
"460" "Live-PL2-B07" "FTL" "CRL2097_Run140613" 39948 867 "Live" "Genomic" 2168219 21250.6783528205 46.0940312569344 2224.1641827003 1853.6807928943 5351.11407894922
"461" "Live-PL2-B07" "USF2" "CRL2097_Run140613" 0 1699 "Live" "Genomic" 2168219 0 46.0940312569344 2224.1641827003 1853.6807928943 0
"462" "Live-PL2-B07" "DNMT1" "CRL2097_Run140613" 291 5359 "Live" "Genomic" 2168219 25.0441378811187 46.0940312569344 2224.1641827003 1853.6807928943 122.655706859285
"463" "Live-PL2-B07" "GAPDH" "CRL2097_Run140613" 17462 1883 "Live" "Genomic" 2168219 4277.01248557746 46.0940312569344 2224.1641827003 1853.6807928943 2180.84458400621
"464" "Live-PL2-B07" "SLC1A5" "CRL2097_Run140613" 504 3196 "Live" "Genomic" 2168219 72.7311777093329 46.0940312569344 2224.1641827003 1853.6807928943 222.807065178182
"465" "Live-PL2-B07" "RBM3" "CRL2097_Run140613" 1987 4425 "Live" "Genomic" 2168219 207.100642519321 46.0940312569344 2224.1641827003 1853.6807928943 400.295720869948
"466" "Live-PL2-B07" "GAS6" "CRL2097_Run140613" 9 3888 "Live" "Genomic" 2168219 1.06761116603757 46.0940312569344 2224.1641827003 1853.6807928943 20.9634430015481
"467" "Live-PL2-B07" "UBC" "CRL2097_Run140613" 743 2583 "Live" "Genomic" 2168219 132.666496953184 46.0940312569344 2224.1641827003 1853.6807928943 311.950189079791
"468" "Live-PL2-B07" "RND3" "CRL2097_Run140613" 6794 2948 "Live" "Genomic" 2168219 1062.90614423663 46.0940312569344 2224.1641827003 1853.6807928943 1000.19454086999
"469" "Live-PL2-B09" "GAS6" "CRL2097_Run140613" 117 3888 "Live" "Genomic" 1995099 15.0832578195832 69.7320724730414 3364.76488930804 3077.11428886788 116.427333034851
"470" "Live-PL2-B09" "ACTA2" "CRL2097_Run140613" 1 1841 "Live" "Genomic" 1995099 0.272258696279611 69.7320724730414 3364.76488930804 3077.11428886788 12.298841546566
"471" "Live-PL2-B09" "ICAM1" "CRL2097_Run140613" 127 3239 "Live" "Genomic" 1995099 19.6529759188166 69.7320724730414 3364.76488930804 3077.11428886788 135.022414901134
"472" "Live-PL2-B09" "SLC1A5" "CRL2097_Run140613" 667 3196 "Live" "Genomic" 1995099 104.605522315538 69.7320724730414 3364.76488930804 3077.11428886788 344.320578232715
"473" "Live-PL2-B09" "FTL" "CRL2097_Run140613" 45243 867 "Live" "Genomic" 1995099 26155.7902657764 69.7320724730414 3364.76488930804 3077.11428886788 7578.91923691689
"474" "Live-PL2-B09" "ACTN4" "CRL2097_Run140613" 564 3933 "Live" "Genomic" 1995099 71.8771265079662 69.7320724730414 3364.76488930804 3077.11428886788 279.07421582685
"475" "Live-PL2-B09" "KDM5A" "CRL2097_Run140613" 56 10808 "Live" "Genomic" 1995099 2.59703761580707 69.7320724730414 3364.76488930804 3077.11428886788 43.4793390274
"476" "Live-PL2-B09" "DNMT1" "CRL2097_Run140613" 23 5359 "Live" "Genomic" 1995099 2.15119424828654 69.7320724730414 3364.76488930804 3077.11428886788 39.127671470817
"477" "Live-PL2-B09" "ZNF444" "CRL2097_Run140613" 0 2059 "Live" "Genomic" 1995099 0 69.7320724730414 3364.76488930804 3077.11428886788 0
"478" "Live-PL2-B09" "IER2" "CRL2097_Run140613" 11 2044 "Live" "Genomic" 1995099 2.6974123573182 69.7320724730414 3364.76488930804 3077.11428886788 44.412371219671
"479" "Live-PL2-B09" "EEF2" "CRL2097_Run140613" 399 3143 "Live" "Genomic" 1995099 63.6303136113442 69.7320724730414 3364.76488930804 3077.11428886788 260.667063061332
"480" "Live-PL2-B09" "GAPDH" "CRL2097_Run140613" 10069 1883 "Live" "Genomic" 1995099 2680.22695084299 69.7320724730414 3364.76488930804 3077.11428886788 2116.63351970051
"481" "Live-PL2-B09" "UBC" "CRL2097_Run140613" 512 2583 "Live" "Genomic" 1995099 99.3530271171472 69.7320724730414 3364.76488930804 3077.11428886788 334.530779474256
"482" "Live-PL2-B09" "PABPC1" "CRL2097_Run140613" 1801 2845 "Live" "Genomic" 1995099 317.297749030308 69.7320724730414 3364.76488930804 3077.11428886788 640.892301477905
"483" "Live-PL2-B09" "SUPT5H" "CRL2097_Run140613" 14 3838 "Live" "Genomic" 1995099 1.82834696141498 69.7320724730414 3364.76488930804 3077.11428886788 35.7226275219229
"484" "Live-PL2-B09" "BABAM1" "CRL2097_Run140613" 317 1489 "Live" "Genomic" 1995099 106.708769894353 69.7320724730414 3364.76488930804 3077.11428886788 348.179809366595
"485" "Live-PL2-B09" "USF2" "CRL2097_Run140613" 0 1699 "Live" "Genomic" 1995099 0 69.7320724730414 3364.76488930804 3077.11428886788 0
"486" "Live-PL2-B09" "RBM3" "CRL2097_Run140613" 669 4425 "Live" "Genomic" 1995099 75.7789165740478 69.7320724730414 3364.76488930804 3077.11428886788 287.457529850169
"487" "Live-PL2-B09" "LUM" "CRL2097_Run140613" 8125 2113 "Live" "Genomic" 1995099 1927.34482313652 69.7320724730414 3364.76488930804 3077.11428886788 1759.79218742073
"488" "Live-PL2-B09" "TBCB" "CRL2097_Run140613" 171 1469 "Live" "Genomic" 1995099 58.3458355578493 69.7320724730414 3364.76488930804 3077.11428886788 248.315382673474
"489" "Live-PL2-B09" "RND3" "CRL2097_Run140613" 8991 2948 "Live" "Genomic" 1995099 1528.67818328298 69.7320724730414 3364.76488930804 3077.11428886788 1545.65054105173
"490" "Live-PL2-B09" "FUCA1" "CRL2097_Run140613" 0 2109 "Live" "Genomic" 1995099 0 69.7320724730414 3364.76488930804 3077.11428886788 0
"491" "Live-PL2-B09" "GAA" "CRL2097_Run140613" 0 3834 "Live" "Genomic" 1995099 0 69.7320724730414 3364.76488930804 3077.11428886788 0
"492" "Live-PL2-B09" "KDM5B" "CRL2097_Run140613" 541 6356 "Live" "Genomic" 1995099 42.6627578003876 69.7320724730414 3364.76488930804 3077.11428886788 208.391155397441
"493" "Live-PL2-B09" "MYC" "CRL2097_Run140613" 371 2363 "Live" "Genomic" 1995099 78.6947458335309 69.7320724730414 3364.76488930804 3077.11428886788 293.598978543847
"494" "Live-PL2-B09" "LMNA" "CRL2097_Run140613" 126 4406 "Live" "Genomic" 1995099 14.3338086112565 69.7320724730414 3364.76488930804 3077.11428886788 113.152043973933
"495" "Live-PL2-B11" "ICAM1" "CRL2097_Run140613" 0 3239 "Live" "Genomic" 2604706 0 70.7358338745519 3413.19914633304 3129.06594210962 0
"496" "Live-PL2-B11" "FTL" "CRL2097_Run140613" 26800 867 "Live" "Genomic" 2604706 11867.4383998093 70.7358338745519 3413.19914633304 3129.06594210962 4908.16585254361
"497" "Live-PL2-B11" "IER2" "CRL2097_Run140613" 0 2044 "Live" "Genomic" 2604706 0 70.7358338745519 3413.19914633304 3129.06594210962 0
"498" "Live-PL2-B11" "DNMT1" "CRL2097_Run140613" 75 5359 "Live" "Genomic" 2604706 5.37302419104977 70.7358338745519 3413.19914633304 3129.06594210962 65.8477397460658
"499" "Live-PL2-B11" "GAA" "CRL2097_Run140613" 3 3834 "Live" "Genomic" 2604706 0.300407268021239 70.7358338745519 3413.19914633304 3129.06594210962 13.0997548991997
"500" "Live-PL2-B11" "SLC1A5" "CRL2097_Run140613" 532 3196 "Live" "Genomic" 2604706 63.9066645489888 70.7358338745519 3413.19914633304 3129.06594210962 263.399638364801
"501" "Live-PL2-B11" "PABPC1" "CRL2097_Run140613" 1953 2845 "Live" "Genomic" 2604706 263.548932900289 70.7358338745519 3413.19914633304 3129.06594210962 582.276490493117
"502" "Live-PL2-B11" "ZNF444" "CRL2097_Run140613" 0 2059 "Live" "Genomic" 2604706 0 70.7358338745519 3413.19914633304 3129.06594210962 0
"503" "Live-PL2-B11" "LMNA" "CRL2097_Run140613" 483 4406 "Live" "Genomic" 2604706 42.0866082525062 70.7358338745519 3413.19914633304 3129.06594210962 208.472281670851
"504" "Live-PL2-B11" "UBC" "CRL2097_Run140613" 1391 2583 "Live" "Genomic" 2604706 206.749283603105 70.7358338745519 3413.19914633304 3129.06594210962 508.283818215361
"505" "Live-PL2-B11" "KDM5B" "CRL2097_Run140613" 165 6356 "Live" "Genomic" 2604706 9.9664695732597 70.7358338745519 3413.19914633304 3129.06594210962 93.0624104624102
"506" "Live-PL2-B11" "GAPDH" "CRL2097_Run140613" 23198 1883 "Live" "Genomic" 2604706 4729.78624160672 70.7358338745519 3413.19914633304 3129.06594210962 2932.45305251237
"507" "Live-PL2-B11" "GAS6" "CRL2097_Run140613" 329 3888 "Live" "Genomic" 2604706 32.4870989523524 70.7358338745519 3413.19914633304 3129.06594210962 180.342148877554
"508" "Live-PL2-B11" "BABAM1" "CRL2097_Run140613" 95 1489 "Live" "Genomic" 2604706 24.4945912763322 70.7358338745519 3413.19914633304 3129.06594210962 153.968139676851
"509" "Live-PL2-B11" "SUPT5H" "CRL2097_Run140613" 148 3838 "Live" "Genomic" 2604706 14.8046462487257 70.7358338745519 3413.19914633304 3129.06594210962 116.143957574507
"510" "Live-PL2-B11" "ACTN4" "CRL2097_Run140613" 152 3933 "Live" "Genomic" 2604706 14.837506803136 70.7358338745519 3413.19914633304 3129.06594210962 116.288225877124
"511" "Live-PL2-B11" "FUCA1" "CRL2097_Run140613" 6 2109 "Live" "Genomic" 2604706 1.09223467576428 70.7358338745519 3413.19914633304 3129.06594210962 26.9864295829274
"512" "Live-PL2-B11" "ACTA2" "CRL2097_Run140613" 147 1841 "Live" "Genomic" 2604706 30.6552481336654 70.7358338745519 3413.19914633304 3129.06594210962 174.575937189246
"513" "Live-PL2-B11" "TBCB" "CRL2097_Run140613" 116 1469 "Live" "Genomic" 2604706 30.3163898363598 70.7358338745519 3413.19914633304 3129.06594210962 173.492839086505
"514" "Live-PL2-B11" "RND3" "CRL2097_Run140613" 2712 2948 "Live" "Genomic" 2604706 353.18601251576 70.7358338745519 3413.19914633304 3129.06594210962 685.987207288392
"515" "Live-PL2-B11" "KDM5A" "CRL2097_Run140613" 10 10808 "Live" "Genomic" 2604706 0.355218808781591 70.7358338745519 3413.19914633304 3129.06594210962 14.3885052934607
"516" "Live-PL2-B11" "EEF2" "CRL2097_Run140613" 402 3143 "Live" "Genomic" 2604706 49.1046886380909 70.7358338745519 3413.19914633304 3129.06594210962 227.274017202351
"517" "Live-PL2-B11" "MYC" "CRL2097_Run140613" 8 2363 "Live" "Genomic" 2604706 1.29977313087141 70.7358338745519 3413.19914633304 3129.06594210962 29.747239017314
"518" "Live-PL2-B11" "USF2" "CRL2097_Run140613" 0 1699 "Live" "Genomic" 2604706 0 70.7358338745519 3413.19914633304 3129.06594210962 0
"519" "Live-PL2-B11" "LUM" "CRL2097_Run140613" 1757 2113 "Live" "Genomic" 2604706 319.237244841088 70.7358338745519 3413.19914633304 3129.06594210962 648.249363594955
"520" "Live-PL2-B11" "RBM3" "CRL2097_Run140613" 1077 4425 "Live" "Genomic" 2604706 93.4423426323257 70.7358338745519 3413.19914633304 3129.06594210962 325.834513374937
"521" "Live-PL2-B12" "DNMT1" "CRL2097_Run140613" 119 5359 "Live" "Genomic" 2821724 7.86952777087165 50.6593268087085 2444.45228883485 2089.96667826004 67.6330018767884
"522" "Live-PL2-B12" "KDM5B" "CRL2097_Run140613" 385 6356 "Live" "Genomic" 2821724 21.4665527970381 50.6593268087085 2444.45228883485 2089.96667826004 118.623331691838
"523" "Live-PL2-B12" "FUCA1" "CRL2097_Run140613" 0 2109 "Live" "Genomic" 2821724 0 50.6593268087085 2444.45228883485 2089.96667826004 0
"524" "Live-PL2-B12" "ICAM1" "CRL2097_Run140613" 0 3239 "Live" "Genomic" 2821724 0 50.6593268087085 2444.45228883485 2089.96667826004 0
"525" "Live-PL2-B12" "MYC" "CRL2097_Run140613" 87 2363 "Live" "Genomic" 2821724 13.0479113973364 50.6593268087085 2444.45228883485 2089.96667826004 89.7652210206868
"526" "Live-PL2-B12" "GAPDH" "CRL2097_Run140613" 19481 1883 "Live" "Genomic" 2821724 3666.45529720951 50.6593268087085 2444.45228883485 2089.96667826004 2109.28311409217
"527" "Live-PL2-B12" "UBC" "CRL2097_Run140613" 796 2583 "Live" "Genomic" 2821724 109.212947819728 50.6593268087085 2444.45228883485 2089.96667826004 294.947765870023
"528" "Live-PL2-B12" "KDM5A" "CRL2097_Run140613" 2016 10808 "Live" "Genomic" 2821724 66.1044444493247 50.6593268087085 2444.45228883485 2089.96667826004 222.670596773199
"529" "Live-PL2-B12" "RND3" "CRL2097_Run140613" 1916 2948 "Live" "Genomic" 2821724 230.331583597419 50.6593268087085 2444.45228883485 2089.96667826004 447.916127238172
"530" "Live-PL2-B12" "SLC1A5" "CRL2097_Run140613" 815 3196 "Live" "Genomic" 2821724 90.3725019960414 50.6593268087085 2444.45228883485 2089.96667826004 265.277408965313
"531" "Live-PL2-B12" "ACTA2" "CRL2097_Run140613" 273 1841 "Live" "Genomic" 2821724 52.552614424384 50.6593268087085 2444.45228883485 2089.96667826004 195.828829286238
"532" "Live-PL2-B12" "BABAM1" "CRL2097_Run140613" 15 1489 "Live" "Genomic" 2821724 3.57011354900371 50.6593268087085 2444.45228883485 2089.96667826004 43.4474352069161
"533" "Live-PL2-B12" "USF2" "CRL2097_Run140613" 0 1699 "Live" "Genomic" 2821724 0 50.6593268087085 2444.45228883485 2089.96667826004 0
"534" "Live-PL2-B12" "ACTN4" "CRL2097_Run140613" 193 3933 "Live" "Genomic" 2821724 17.3907707665402 50.6593268087085 2444.45228883485 2089.96667826004 105.431658982482
"535" "Live-PL2-B12" "GAS6" "CRL2097_Run140613" 33 3888 "Live" "Genomic" 2821724 3.00796758328868 50.6593268087085 2444.45228883485 2089.96667826004 39.473234651765
"536" "Live-PL2-B12" "IER2" "CRL2097_Run140613" 34 2044 "Live" "Genomic" 2821724 5.89499571206334 50.6593268087085 2444.45228883485 2089.96667826004 57.5321870122584
"537" "Live-PL2-B12" "SUPT5H" "CRL2097_Run140613" 34 3838 "Live" "Genomic" 2821724 3.13949224477787 50.6593268087085 2444.45228883485 2089.96667826004 40.4305025207852
"538" "Live-PL2-B12" "LUM" "CRL2097_Run140613" 2207 2113 "Live" "Genomic" 2821724 370.15899218639 50.6593268087085 2444.45228883485 2089.96667826004 584.191596724557
"539" "Live-PL2-B12" "FTL" "CRL2097_Run140613" 23172 867 "Live" "Genomic" 2821724 9471.74266463195 50.6593268087085 2444.45228883485 2089.96667826004 3588.52392848039
"540" "Live-PL2-B12" "GAA" "CRL2097_Run140613" 1 3834 "Live" "Genomic" 2821724 0.0924343431484356 50.6593268087085 2444.45228883485 2089.96667826004 5.61681039804064
"541" "Live-PL2-B12" "LMNA" "CRL2097_Run140613" 503 4406 "Live" "Genomic" 2821724 40.4584238834418 50.6593268087085 2444.45228883485 2089.96667826004 169.153246618569
"542" "Live-PL2-B12" "RBM3" "CRL2097_Run140613" 1046 4425 "Live" "Genomic" 2821724 83.7729631923464 50.6593268087085 2444.45228883485 2089.96667826004 254.250283410163
"543" "Live-PL2-B12" "PABPC1" "CRL2097_Run140613" 2293 2845 "Live" "Genomic" 2821724 285.632257240814 50.6593268087085 2444.45228883485 2089.96667826004 505.267459982342
"544" "Live-PL2-B12" "TBCB" "CRL2097_Run140613" 162 1469 "Live" "Genomic" 2821724 39.0821715481542 50.6593268087085 2444.45228883485 2089.96667826004 165.907075673526
