cellType	gene	date	cellNumber	variable	value
CRL2097	ICAM1	120619	8	avgExon	NaN
CRL2097	ICAM1	120619	8	numRnaPerTxnSiteAvgExon	NaN
CRL2097	ICAM1	120619	9	volume	2719.211529
CRL2097	ICAM1	120619	9	area	4725.125000
CRL2097	ICAM1	120619	9	numCyclin	206
CRL2097	ICAM1	120619	9	cellCycleStage	G2
CRL2097	ICAM1	120619	9	totalRNA	63
CRL2097	ICAM1	120619	9	nucRNA	3
CRL2097	ICAM1	120619	9	cytoRNA	60
CRL2097	ICAM1	120619	9	totalGAPDH	2996
CRL2097	ICAM1	120619	9	nucGAPDH	151
CRL2097	ICAM1	120619	9	cytoGAPDH	2845
CRL2097	ICAM1	120619	9	nucArea	375.281250
CRL2097	ICAM1	120619	9	numTxnSites	0
CRL2097	ICAM1	120619	9	avgIntron	NaN
CRL2097	ICAM1	120619	9	avgExon	NaN
CRL2097	ICAM1	120619	9	numRnaPerTxnSiteAvgExon	NaN
CRL2097	ICAM1	120619	10	volume	4370.879043
CRL2097	ICAM1	120619	10	area	5337.406250
CRL2097	ICAM1	120619	10	numCyclin	132
CRL2097	ICAM1	120619	10	cellCycleStage	G2
CRL2097	ICAM1	120619	10	totalRNA	60
CRL2097	ICAM1	120619	10	nucRNA	13
CRL2097	ICAM1	120619	10	cytoRNA	47
CRL2097	ICAM1	120619	10	totalGAPDH	3401
CRL2097	ICAM1	120619	10	nucGAPDH	98
CRL2097	ICAM1	120619	10	cytoGAPDH	3303
CRL2097	ICAM1	120619	10	nucArea	420.281250
CRL2097	ICAM1	120619	10	numTxnSites	0
CRL2097	ICAM1	120619	10	avgIntron	NaN
CRL2097	ICAM1	120619	10	avgExon	NaN
CRL2097	ICAM1	120619	10	numRnaPerTxnSiteAvgExon	NaN
CRL2097	ICAM1	120619	11	volume	2446.854211
CRL2097	ICAM1	120619	11	area	2982.812500
CRL2097	ICAM1	120619	11	numCyclin	263
CRL2097	ICAM1	120619	11	cellCycleStage	G2
CRL2097	ICAM1	120619	11	totalRNA	7
CRL2097	ICAM1	120619	11	nucRNA	4
CRL2097	ICAM1	120619	11	cytoRNA	3
CRL2097	ICAM1	120619	11	totalGAPDH	2766
CRL2097	ICAM1	120619	11	nucGAPDH	180
CRL2097	ICAM1	120619	11	cytoGAPDH	2586
CRL2097	ICAM1	120619	11	nucArea	309.375000
CRL2097	ICAM1	120619	11	numTxnSites	0
CRL2097	ICAM1	120619	11	avgIntron	NaN
CRL2097	ICAM1	120619	11	avgExon	NaN
CRL2097	ICAM1	120619	11	numRnaPerTxnSiteAvgExon	NaN
CRL2097	ICAM1	120619	12	volume	1420.542366
CRL2097	ICAM1	120619	12	area	3224.937500
CRL2097	ICAM1	120619	12	numCyclin	4
CRL2097	ICAM1	120619	12	cellCycleStage	G1
CRL2097	ICAM1	120619	12	totalRNA	32
CRL2097	ICAM1	120619	12	nucRNA	2
CRL2097	ICAM1	120619	12	cytoRNA	30
CRL2097	ICAM1	120619	12	totalGAPDH	1384
CRL2097	ICAM1	120619	12	nucGAPDH	84
CRL2097	ICAM1	120619	12	cytoGAPDH	1300
CRL2097	ICAM1	120619	12	nucArea	218.500000
CRL2097	ICAM1	120619	12	numTxnSites	0
CRL2097	ICAM1	120619	12	avgIntron	NaN
CRL2097	ICAM1	120619	12	avgExon	NaN
CRL2097	ICAM1	120619	12	numRnaPerTxnSiteAvgExon	NaN
CRL2097	ICAM1	120619	13	volume	1607.028033
CRL2097	ICAM1	120619	13	area	3334.218750
CRL2097	ICAM1	120619	13	numCyclin	75
CRL2097	ICAM1	120619	13	cellCycleStage	G1
CRL2097	ICAM1	120619	13	totalRNA	9
CRL2097	ICAM1	120619	13	nucRNA	1
CRL2097	ICAM1	120619	13	cytoRNA	8
CRL2097	ICAM1	120619	13	totalGAPDH	2086
CRL2097	ICAM1	120619	13	nucGAPDH	114
CRL2097	ICAM1	120619	13	cytoGAPDH	1972
CRL2097	ICAM1	120619	13	nucArea	231.500000
CRL2097	ICAM1	120619	13	numTxnSites	0
CRL2097	ICAM1	120619	13	avgIntron	NaN
CRL2097	ICAM1	120619	13	avgExon	NaN
CRL2097	ICAM1	120619	13	numRnaPerTxnSiteAvgExon	NaN
CRL2097	ICAM1	120619	14	volume	2069.425708
CRL2097	ICAM1	120619	14	area	2916.937500
CRL2097	ICAM1	120619	14	numCyclin	102
CRL2097	ICAM1	120619	14	cellCycleStage	G2
CRL2097	ICAM1	120619	14	totalRNA	10
CRL2097	ICAM1	120619	14	nucRNA	1
CRL2097	ICAM1	120619	14	cytoRNA	9
CRL2097	ICAM1	120619	14	totalGAPDH	1665
CRL2097	ICAM1	120619	14	nucGAPDH	103
CRL2097	ICAM1	120619	14	cytoGAPDH	1562
CRL2097	ICAM1	120619	14	nucArea	281.796875
CRL2097	ICAM1	120619	14	numTxnSites	0
CRL2097	ICAM1	120619	14	avgIntron	NaN
CRL2097	ICAM1	120619	14	avgExon	NaN
CRL2097	ICAM1	120619	14	numRnaPerTxnSiteAvgExon	NaN
CRL2097	ICAM1	120619	15	volume	2118.545576
CRL2097	ICAM1	120619	15	area	2427.312500
CRL2097	ICAM1	120619	15	numCyclin	5
CRL2097	ICAM1	120619	15	cellCycleStage	G1
CRL2097	ICAM1	120619	15	totalRNA	7
CRL2097	ICAM1	120619	15	nucRNA	0
CRL2097	ICAM1	120619	15	cytoRNA	7
CRL2097	ICAM1	120619	15	totalGAPDH	1871
CRL2097	ICAM1	120619	15	nucGAPDH	144
CRL2097	ICAM1	120619	15	cytoGAPDH	1727
CRL2097	ICAM1	120619	15	nucArea	217.500000
CRL2097	ICAM1	120619	15	numTxnSites	0
CRL2097	ICAM1	120619	15	avgIntron	NaN
CRL2097	ICAM1	120619	15	avgExon	NaN
CRL2097	ICAM1	120619	15	numRnaPerTxnSiteAvgExon	NaN
CRL2097	ICAM1	120619	16	volume	1935.857247
CRL2097	ICAM1	120619	16	area	3061.937500
CRL2097	ICAM1	120619	16	numCyclin	4
CRL2097	ICAM1	120619	16	cellCycleStage	G1
CRL2097	ICAM1	120619	16	totalRNA	15
CRL2097	ICAM1	120619	16	nucRNA	7
CRL2097	ICAM1	120619	16	cytoRNA	8
CRL2097	ICAM1	120619	16	totalGAPDH	2050
CRL2097	ICAM1	120619	16	nucGAPDH	213
CRL2097	ICAM1	120619	16	cytoGAPDH	1837
CRL2097	ICAM1	120619	16	nucArea	198.062500
CRL2097	ICAM1	120619	16	numTxnSites	0
CRL2097	ICAM1	120619	16	avgIntron	NaN
CRL2097	ICAM1	120619	16	avgExon	NaN
CRL2097	ICAM1	120619	16	numRnaPerTxnSiteAvgExon	NaN
CRL2097	ICAM1	120619	17	volume	2111.971757
CRL2097	ICAM1	120619	17	area	2432.828125
CRL2097	ICAM1	120619	17	numCyclin	246
CRL2097	ICAM1	120619	17	cellCycleStage	G2
CRL2097	ICAM1	120619	17	totalRNA	8
CRL2097	ICAM1	120619	17	nucRNA	7
CRL2097	ICAM1	120619	17	cytoRNA	1
CRL2097	ICAM1	120619	17	totalGAPDH	2628
CRL2097	ICAM1	120619	17	nucGAPDH	163
CRL2097	ICAM1	120619	17	cytoGAPDH	2465
CRL2097	ICAM1	120619	17	nucArea	289.921875
CRL2097	ICAM1	120619	17	numTxnSites	0
CRL2097	ICAM1	120619	17	avgIntron	NaN
CRL2097	ICAM1	120619	17	avgExon	NaN
CRL2097	ICAM1	120619	17	numRnaPerTxnSiteAvgExon	NaN
CRL2097	ICAM1	120619	18	volume	3591.181223
CRL2097	ICAM1	120619	18	area	2897.109375
CRL2097	ICAM1	120619	18	numCyclin	13
CRL2097	ICAM1	120619	18	cellCycleStage	G1
CRL2097	ICAM1	120619	18	totalRNA	26
CRL2097	ICAM1	120619	18	nucRNA	2
CRL2097	ICAM1	120619	18	cytoRNA	24
CRL2097	ICAM1	120619	18	totalGAPDH	1748
CRL2097	ICAM1	120619	18	nucGAPDH	175
CRL2097	ICAM1	120619	18	cytoGAPDH	1573
CRL2097	ICAM1	120619	18	nucArea	445.203125
CRL2097	ICAM1	120619	18	numTxnSites	0
CRL2097	ICAM1	120619	18	avgIntron	NaN
CRL2097	ICAM1	120619	18	avgExon	NaN
CRL2097	ICAM1	120619	18	numRnaPerTxnSiteAvgExon	NaN
CRL2097	ICAM1	120619	19	volume	1142.421099
CRL2097	ICAM1	120619	19	area	1912.359375
CRL2097	ICAM1	120619	19	numCyclin	157
CRL2097	ICAM1	120619	19	cellCycleStage	G2
CRL2097	ICAM1	120619	19	totalRNA	3
CRL2097	ICAM1	120619	19	nucRNA	1
CRL2097	ICAM1	120619	19	cytoRNA	2
CRL2097	ICAM1	120619	19	totalGAPDH	1646
CRL2097	ICAM1	120619	19	nucGAPDH	125
CRL2097	ICAM1	120619	19	cytoGAPDH	1521
CRL2097	ICAM1	120619	19	nucArea	291.265625
CRL2097	ICAM1	120619	19	numTxnSites	0
CRL2097	ICAM1	120619	19	avgIntron	NaN
CRL2097	ICAM1	120619	19	avgExon	NaN
CRL2097	ICAM1	120619	19	numRnaPerTxnSiteAvgExon	NaN
CRL2097	ICAM1	120619	20	volume	3331.803377
CRL2097	ICAM1	120619	20	area	4149.171875
CRL2097	ICAM1	120619	20	numCyclin	97
CRL2097	ICAM1	120619	20	cellCycleStage	G1
CRL2097	ICAM1	120619	20	totalRNA	30
CRL2097	ICAM1	120619	20	nucRNA	1
CRL2097	ICAM1	120619	20	cytoRNA	29
CRL2097	ICAM1	120619	20	totalGAPDH	3439
CRL2097	ICAM1	120619	20	nucGAPDH	157
CRL2097	ICAM1	120619	20	cytoGAPDH	3282
CRL2097	ICAM1	120619	20	nucArea	386.343750
CRL2097	ICAM1	120619	20	numTxnSites	0
CRL2097	ICAM1	120619	20	avgIntron	NaN
CRL2097	ICAM1	120619	20	avgExon	NaN
CRL2097	ICAM1	120619	20	numRnaPerTxnSiteAvgExon	NaN
CRL2097	ICAM1	120619	21	volume	2443.560175
CRL2097	ICAM1	120619	21	area	4363.640625
CRL2097	ICAM1	120619	21	numCyclin	9
CRL2097	ICAM1	120619	21	cellCycleStage	G1
CRL2097	ICAM1	120619	21	totalRNA	14
CRL2097	ICAM1	120619	21	nucRNA	2
CRL2097	ICAM1	120619	21	cytoRNA	12
CRL2097	ICAM1	120619	21	totalGAPDH	2259
CRL2097	ICAM1	120619	21	nucGAPDH	100
CRL2097	ICAM1	120619	21	cytoGAPDH	2159
CRL2097	ICAM1	120619	21	nucArea	236.656250
CRL2097	ICAM1	120619	21	numTxnSites	0
CRL2097	ICAM1	120619	21	avgIntron	NaN
CRL2097	ICAM1	120619	21	avgExon	NaN
CRL2097	ICAM1	120619	21	numRnaPerTxnSiteAvgExon	NaN
CRL2097	EEF2	120809	1	volume	2356.293345
CRL2097	EEF2	120809	1	area	3414.125000
CRL2097	EEF2	120809	1	numCyclin	43
CRL2097	EEF2	120809	1	cellCycleStage	G1
CRL2097	EEF2	120809	1	totalRNA	1381
CRL2097	EEF2	120809	1	nucRNA	49
CRL2097	EEF2	120809	1	cytoRNA	1332
CRL2097	EEF2	120809	1	totalGAPDH	3140
CRL2097	EEF2	120809	1	nucGAPDH	164
CRL2097	EEF2	120809	1	cytoGAPDH	2976
CRL2097	EEF2	120809	1	nucArea	250.343750
CRL2097	EEF2	120809	1	numTxnSites	2
CRL2097	EEF2	120809	1	avgIntron	1254.181604
CRL2097	EEF2	120809	1	avgExon	1708.037712
CRL2097	EEF2	120809	1	numRnaPerTxnSiteAvgExon	1.800917
CRL2097	EEF2	120809	2	volume	1669.904104
CRL2097	EEF2	120809	2	area	1578.265625
CRL2097	EEF2	120809	2	numCyclin	79
CRL2097	EEF2	120809	2	cellCycleStage	G1
CRL2097	EEF2	120809	2	totalRNA	838
CRL2097	EEF2	120809	2	nucRNA	36
CRL2097	EEF2	120809	2	cytoRNA	802
CRL2097	EEF2	120809	2	totalGAPDH	2273
CRL2097	EEF2	120809	2	nucGAPDH	159
CRL2097	EEF2	120809	2	cytoGAPDH	2114
CRL2097	EEF2	120809	2	nucArea	194.187500
CRL2097	EEF2	120809	2	numTxnSites	3
CRL2097	EEF2	120809	2	avgIntron	544.741534
CRL2097	EEF2	120809	2	avgExon	968.445987
CRL2097	EEF2	120809	2	numRnaPerTxnSiteAvgExon	0.885332
CRL2097	EEF2	120809	3	volume	2267.208139
CRL2097	EEF2	120809	3	area	2972.312500
CRL2097	EEF2	120809	3	numCyclin	141
CRL2097	EEF2	120809	3	cellCycleStage	G2
CRL2097	EEF2	120809	3	totalRNA	895
CRL2097	EEF2	120809	3	nucRNA	49
CRL2097	EEF2	120809	3	cytoRNA	846
CRL2097	EEF2	120809	3	totalGAPDH	2412
CRL2097	EEF2	120809	3	nucGAPDH	149
CRL2097	EEF2	120809	3	cytoGAPDH	2263
CRL2097	EEF2	120809	3	nucArea	258.078125
CRL2097	EEF2	120809	3	numTxnSites	3
CRL2097	EEF2	120809	3	avgIntron	784.073923
CRL2097	EEF2	120809	3	avgExon	1946.281885
CRL2097	EEF2	120809	3	numRnaPerTxnSiteAvgExon	1.858262
CRL2097	EEF2	120809	4	volume	1434.619679
CRL2097	EEF2	120809	4	area	1091.562500
CRL2097	EEF2	120809	4	numCyclin	181
CRL2097	EEF2	120809	4	cellCycleStage	G2
CRL2097	EEF2	120809	4	totalRNA	779
CRL2097	EEF2	120809	4	nucRNA	77
CRL2097	EEF2	120809	4	cytoRNA	702
CRL2097	EEF2	120809	4	totalGAPDH	1973
CRL2097	EEF2	120809	4	nucGAPDH	258
CRL2097	EEF2	120809	4	cytoGAPDH	1715
CRL2097	EEF2	120809	4	nucArea	203.375000
CRL2097	EEF2	120809	4	numTxnSites	2
CRL2097	EEF2	120809	4	avgIntron	965.052509
CRL2097	EEF2	120809	4	avgExon	1584.933988
CRL2097	EEF2	120809	4	numRnaPerTxnSiteAvgExon	1.536708
CRL2097	EEF2	120809	5	volume	1178.339913
CRL2097	EEF2	120809	5	area	1774.187500
CRL2097	EEF2	120809	5	numCyclin	2
CRL2097	EEF2	120809	5	cellCycleStage	G1
CRL2097	EEF2	120809	5	totalRNA	804
CRL2097	EEF2	120809	5	nucRNA	51
CRL2097	EEF2	120809	5	cytoRNA	753
CRL2097	EEF2	120809	5	totalGAPDH	1815
CRL2097	EEF2	120809	5	nucGAPDH	142
CRL2097	EEF2	120809	5	cytoGAPDH	1673
CRL2097	EEF2	120809	5	nucArea	216.109375
CRL2097	EEF2	120809	5	numTxnSites	2
CRL2097	EEF2	120809	5	avgIntron	1259.551495
CRL2097	EEF2	120809	5	avgExon	2058.837102
CRL2097	EEF2	120809	5	numRnaPerTxnSiteAvgExon	1.783948
CRL2097	EEF2	120809	6	volume	1691.176829
CRL2097	EEF2	120809	6	area	1761.234375
CRL2097	EEF2	120809	6	numCyclin	160
CRL2097	EEF2	120809	6	cellCycleStage	G2
CRL2097	EEF2	120809	6	totalRNA	507
CRL2097	EEF2	120809	6	nucRNA	37
CRL2097	EEF2	120809	6	cytoRNA	470
CRL2097	EEF2	120809	6	totalGAPDH	2255
CRL2097	EEF2	120809	6	nucGAPDH	137
CRL2097	EEF2	120809	6	cytoGAPDH	2118
CRL2097	EEF2	120809	6	nucArea	239.031250
CRL2097	EEF2	120809	6	numTxnSites	2
CRL2097	EEF2	120809	6	avgIntron	704.006731
CRL2097	EEF2	120809	6	avgExon	445.084048
CRL2097	EEF2	120809	6	numRnaPerTxnSiteAvgExon	0.359534
CRL2097	EEF2	120809	7	volume	2033.876930
CRL2097	EEF2	120809	7	area	2816.953125
CRL2097	EEF2	120809	7	numCyclin	282
CRL2097	EEF2	120809	7	cellCycleStage	G2
CRL2097	EEF2	120809	7	totalRNA	1152
CRL2097	EEF2	120809	7	nucRNA	74
CRL2097	EEF2	120809	7	cytoRNA	1078
CRL2097	EEF2	120809	7	totalGAPDH	2571
CRL2097	EEF2	120809	7	nucGAPDH	162
CRL2097	EEF2	120809	7	cytoGAPDH	2409
CRL2097	EEF2	120809	7	nucArea	306.843750
CRL2097	EEF2	120809	7	numTxnSites	3
CRL2097	EEF2	120809	7	avgIntron	2177.847064
CRL2097	EEF2	120809	7	avgExon	4098.968360
CRL2097	EEF2	120809	7	numRnaPerTxnSiteAvgExon	3.921511
CRL2097	EEF2	120809	8	volume	2724.612963
CRL2097	EEF2	120809	8	area	3999.062500
CRL2097	EEF2	120809	8	numCyclin	327
CRL2097	EEF2	120809	8	cellCycleStage	G2
CRL2097	EEF2	120809	8	totalRNA	1311
CRL2097	EEF2	120809	8	nucRNA	79
CRL2097	EEF2	120809	8	cytoRNA	1232
CRL2097	EEF2	120809	8	totalGAPDH	3320
CRL2097	EEF2	120809	8	nucGAPDH	224
CRL2097	EEF2	120809	8	cytoGAPDH	3096
CRL2097	EEF2	120809	8	nucArea	365.125000
CRL2097	EEF2	120809	8	numTxnSites	3
CRL2097	EEF2	120809	8	avgIntron	1142.299656
CRL2097	EEF2	120809	8	avgExon	2342.759156
CRL2097	EEF2	120809	8	numRnaPerTxnSiteAvgExon	2.137039
CRL2097	EEF2	120809	9	volume	2667.959997
CRL2097	EEF2	120809	9	area	2997.453125
CRL2097	EEF2	120809	9	numCyclin	182
CRL2097	EEF2	120809	9	cellCycleStage	G2
CRL2097	EEF2	120809	9	totalRNA	1240
CRL2097	EEF2	120809	9	nucRNA	54
CRL2097	EEF2	120809	9	cytoRNA	1186
CRL2097	EEF2	120809	9	totalGAPDH	2894
CRL2097	EEF2	120809	9	nucGAPDH	150
CRL2097	EEF2	120809	9	cytoGAPDH	2744
CRL2097	EEF2	120809	9	nucArea	282.937500
CRL2097	EEF2	120809	9	numTxnSites	1
CRL2097	EEF2	120809	9	avgIntron	1153.430136
CRL2097	EEF2	120809	9	avgExon	1692.708293
CRL2097	EEF2	120809	9	numRnaPerTxnSiteAvgExon	1.595652
CRL2097	EEF2	120809	10	volume	2000.143955
CRL2097	EEF2	120809	10	area	2404.937500
CRL2097	EEF2	120809	10	numCyclin	110
CRL2097	EEF2	120809	10	cellCycleStage	G2
CRL2097	EEF2	120809	10	totalRNA	1162
CRL2097	EEF2	120809	10	nucRNA	54
CRL2097	EEF2	120809	10	cytoRNA	1108
CRL2097	EEF2	120809	10	totalGAPDH	2063
CRL2097	EEF2	120809	10	nucGAPDH	144
CRL2097	EEF2	120809	10	cytoGAPDH	1919
CRL2097	EEF2	120809	10	nucArea	234.453125
CRL2097	EEF2	120809	10	numTxnSites	1
CRL2097	EEF2	120809	10	avgIntron	525.542079
CRL2097	EEF2	120809	10	avgExon	1539.054325
CRL2097	EEF2	120809	10	numRnaPerTxnSiteAvgExon	1.410296
CRL2097	EEF2	120809	11	volume	1207.863035
CRL2097	EEF2	120809	11	area	1496.890625
CRL2097	EEF2	120809	11	numCyclin	202
CRL2097	EEF2	120809	11	cellCycleStage	G2
CRL2097	EEF2	120809	11	totalRNA	843
CRL2097	EEF2	120809	11	nucRNA	56
CRL2097	EEF2	120809	11	cytoRNA	787
CRL2097	EEF2	120809	11	totalGAPDH	1918
CRL2097	EEF2	120809	11	nucGAPDH	138
CRL2097	EEF2	120809	11	cytoGAPDH	1780
CRL2097	EEF2	120809	11	nucArea	206.890625
CRL2097	EEF2	120809	11	numTxnSites	1
CRL2097	EEF2	120809	11	avgIntron	1189.876046
CRL2097	EEF2	120809	11	avgExon	2376.555221
CRL2097	EEF2	120809	11	numRnaPerTxnSiteAvgExon	2.022491
CRL2097	EEF2	120809	12	volume	1801.113616
CRL2097	EEF2	120809	12	area	1897.796875
CRL2097	EEF2	120809	12	numCyclin	25
CRL2097	EEF2	120809	12	cellCycleStage	G1
CRL2097	EEF2	120809	12	totalRNA	946
CRL2097	EEF2	120809	12	nucRNA	45
CRL2097	EEF2	120809	12	cytoRNA	901
CRL2097	EEF2	120809	12	totalGAPDH	2123
CRL2097	EEF2	120809	12	nucGAPDH	136
CRL2097	EEF2	120809	12	cytoGAPDH	1987
CRL2097	EEF2	120809	12	nucArea	223.125000
CRL2097	EEF2	120809	12	numTxnSites	2
CRL2097	EEF2	120809	12	avgIntron	1050.981631
CRL2097	EEF2	120809	12	avgExon	2067.509521
CRL2097	EEF2	120809	12	numRnaPerTxnSiteAvgExon	1.912123
CRL2097	EEF2	120809	13	volume	1407.415877
CRL2097	EEF2	120809	13	area	1886.703125
CRL2097	EEF2	120809	13	numCyclin	23
CRL2097	EEF2	120809	13	cellCycleStage	G1
CRL2097	EEF2	120809	13	totalRNA	948
CRL2097	EEF2	120809	13	nucRNA	56
CRL2097	EEF2	120809	13	cytoRNA	892
CRL2097	EEF2	120809	13	totalGAPDH	1542
CRL2097	EEF2	120809	13	nucGAPDH	152
CRL2097	EEF2	120809	13	cytoGAPDH	1390
CRL2097	EEF2	120809	13	nucArea	202.375000
CRL2097	EEF2	120809	13	numTxnSites	2
CRL2097	EEF2	120809	13	avgIntron	1171.399129
CRL2097	EEF2	120809	13	avgExon	2337.717888
CRL2097	EEF2	120809	13	numRnaPerTxnSiteAvgExon	1.987625
CRL2097	EEF2	120809	14	volume	1928.162210
CRL2097	EEF2	120809	14	area	2484.203125
CRL2097	EEF2	120809	14	numCyclin	104
CRL2097	EEF2	120809	14	cellCycleStage	G2
CRL2097	EEF2	120809	14	totalRNA	1080
CRL2097	EEF2	120809	14	nucRNA	74
CRL2097	EEF2	120809	14	cytoRNA	1006
CRL2097	EEF2	120809	14	totalGAPDH	2296
CRL2097	EEF2	120809	14	nucGAPDH	178
CRL2097	EEF2	120809	14	cytoGAPDH	2118
CRL2097	EEF2	120809	14	nucArea	277.203125
CRL2097	EEF2	120809	14	numTxnSites	2
CRL2097	EEF2	120809	14	avgIntron	834.917621
CRL2097	EEF2	120809	14	avgExon	2375.566800
CRL2097	EEF2	120809	14	numRnaPerTxnSiteAvgExon	2.192465
CRL2097	EEF2	120809	15	volume	1533.277291
CRL2097	EEF2	120809	15	area	2581.906250
CRL2097	EEF2	120809	15	numCyclin	39
CRL2097	EEF2	120809	15	cellCycleStage	G1
CRL2097	EEF2	120809	15	totalRNA	746
CRL2097	EEF2	120809	15	nucRNA	66
CRL2097	EEF2	120809	15	cytoRNA	680
CRL2097	EEF2	120809	15	totalGAPDH	1801
CRL2097	EEF2	120809	15	nucGAPDH	166
CRL2097	EEF2	120809	15	cytoGAPDH	1635
CRL2097	EEF2	120809	15	nucArea	241.000000
CRL2097	EEF2	120809	15	numTxnSites	2
CRL2097	EEF2	120809	15	avgIntron	1714.166144
CRL2097	EEF2	120809	15	avgExon	3476.996932
CRL2097	EEF2	120809	15	numRnaPerTxnSiteAvgExon	2.760989
CRL2097	EEF2	120809	16	volume	2088.861381
CRL2097	EEF2	120809	16	area	2245.187500
CRL2097	EEF2	120809	16	numCyclin	118
CRL2097	EEF2	120809	16	cellCycleStage	G2
CRL2097	EEF2	120809	16	totalRNA	1103
CRL2097	EEF2	120809	16	nucRNA	64
CRL2097	EEF2	120809	16	cytoRNA	1039
CRL2097	EEF2	120809	16	totalGAPDH	2582
CRL2097	EEF2	120809	16	nucGAPDH	176
CRL2097	EEF2	120809	16	cytoGAPDH	2406
CRL2097	EEF2	120809	16	nucArea	224.234375
CRL2097	EEF2	120809	16	numTxnSites	1
CRL2097	EEF2	120809	16	avgIntron	933.944401
CRL2097	EEF2	120809	16	avgExon	4224.957159
CRL2097	EEF2	120809	16	numRnaPerTxnSiteAvgExon	4.020604
CRL2097	EEF2	120809	17	volume	4365.969381
CRL2097	EEF2	120809	17	area	5325.515625
CRL2097	EEF2	120809	17	numCyclin	2
CRL2097	EEF2	120809	17	cellCycleStage	G1
CRL2097	EEF2	120809	17	totalRNA	2001
CRL2097	EEF2	120809	17	nucRNA	108
CRL2097	EEF2	120809	17	cytoRNA	1893
CRL2097	EEF2	120809	17	totalGAPDH	4102
CRL2097	EEF2	120809	17	nucGAPDH	228
CRL2097	EEF2	120809	17	cytoGAPDH	3874
CRL2097	EEF2	120809	17	nucArea	429.000000
CRL2097	EEF2	120809	17	numTxnSites	3
CRL2097	EEF2	120809	17	avgIntron	1365.139916
CRL2097	EEF2	120809	17	avgExon	1959.698490
CRL2097	EEF2	120809	17	numRnaPerTxnSiteAvgExon	1.791649
CRL2097	EEF2	120809	18	volume	2639.499117
CRL2097	EEF2	120809	18	area	3633.250000
CRL2097	EEF2	120809	18	numCyclin	81
CRL2097	EEF2	120809	18	cellCycleStage	G1
CRL2097	EEF2	120809	18	totalRNA	1476
CRL2097	EEF2	120809	18	nucRNA	73
CRL2097	EEF2	120809	18	cytoRNA	1403
CRL2097	EEF2	120809	18	totalGAPDH	2579
CRL2097	EEF2	120809	18	nucGAPDH	163
CRL2097	EEF2	120809	18	cytoGAPDH	2416
CRL2097	EEF2	120809	18	nucArea	258.640625
CRL2097	EEF2	120809	18	numTxnSites	2
CRL2097	EEF2	120809	18	avgIntron	1543.760671
CRL2097	EEF2	120809	18	avgExon	3531.958489
CRL2097	EEF2	120809	18	numRnaPerTxnSiteAvgExon	2.431580
CRL2097	EEF2	120809	19	volume	1748.230954
CRL2097	EEF2	120809	19	area	4483.875000
CRL2097	EEF2	120809	19	numCyclin	5
CRL2097	EEF2	120809	19	cellCycleStage	G1
CRL2097	EEF2	120809	19	totalRNA	1502
CRL2097	EEF2	120809	19	nucRNA	240
CRL2097	EEF2	120809	19	cytoRNA	1262
CRL2097	EEF2	120809	19	totalGAPDH	3364
CRL2097	EEF2	120809	19	nucGAPDH	554
CRL2097	EEF2	120809	19	cytoGAPDH	2810
CRL2097	EEF2	120809	19	nucArea	347.843750
CRL2097	EEF2	120809	19	numTxnSites	3
CRL2097	EEF2	120809	19	avgIntron	1021.363575
CRL2097	EEF2	120809	19	avgExon	1712.647683
CRL2097	EEF2	120809	19	numRnaPerTxnSiteAvgExon	1.382121
CRL2097	EEF2	120809	20	volume	2029.139966
CRL2097	EEF2	120809	20	area	2954.312500
CRL2097	EEF2	120809	20	numCyclin	5
CRL2097	EEF2	120809	20	cellCycleStage	G1
CRL2097	EEF2	120809	20	totalRNA	1235
CRL2097	EEF2	120809	20	nucRNA	50
CRL2097	EEF2	120809	20	cytoRNA	1185
CRL2097	EEF2	120809	20	totalGAPDH	2642
CRL2097	EEF2	120809	20	nucGAPDH	149
CRL2097	EEF2	120809	20	cytoGAPDH	2493
CRL2097	EEF2	120809	20	nucArea	208.593750
CRL2097	EEF2	120809	20	numTxnSites	2
CRL2097	EEF2	120809	20	avgIntron	1008.874413
CRL2097	EEF2	120809	20	avgExon	2423.251222
CRL2097	EEF2	120809	20	numRnaPerTxnSiteAvgExon	2.544000
CRL2097	EEF2	120809	21	volume	4769.666942
CRL2097	EEF2	120809	21	area	5651.640625
CRL2097	EEF2	120809	21	numCyclin	11
CRL2097	EEF2	120809	21	cellCycleStage	G1
CRL2097	EEF2	120809	21	totalRNA	2326
CRL2097	EEF2	120809	21	nucRNA	166
CRL2097	EEF2	120809	21	cytoRNA	2160
CRL2097	EEF2	120809	21	totalGAPDH	5578
CRL2097	EEF2	120809	21	nucGAPDH	487
CRL2097	EEF2	120809	21	cytoGAPDH	5091
CRL2097	EEF2	120809	21	nucArea	372.062500
CRL2097	EEF2	120809	21	numTxnSites	2
CRL2097	EEF2	120809	21	avgIntron	726.100442
CRL2097	EEF2	120809	21	avgExon	1966.471359
CRL2097	EEF2	120809	21	numRnaPerTxnSiteAvgExon	1.956631
CRL2097	EEF2	120809	22	volume	3609.010475
CRL2097	EEF2	120809	22	area	4545.078125
CRL2097	EEF2	120809	22	numCyclin	3
CRL2097	EEF2	120809	22	cellCycleStage	G1
CRL2097	EEF2	120809	22	totalRNA	1222
CRL2097	EEF2	120809	22	nucRNA	42
CRL2097	EEF2	120809	22	cytoRNA	1180
CRL2097	EEF2	120809	22	totalGAPDH	4179
